Date,Close,High,Low,Open,Volume,SMA_10,SMA_20,RSI,MACD,MACD_signal,BB_high,BB_low,BB_width,Momentum,Next_Close,UpDown
2016-02-19,0.1211715597037743,0.09958640596730421,0.15336179759932733,0.07256863601850008,0.2330150068212824,0.038678367101097066,0.08357871151256457,0.4198554624715317,0.20375353773208937,0.13480972155476645,0.12173712443188833,0.07355900117183634,0.6544330811052625,0.47881988254917707,7234.5498046875,1
2016-02-22,0.13318014028816932,0.11279385217433463,0.17958871677369226,0.09232276400139532,0.12960436562073668,0.029878927442481995,0.07781253470221206,0.4465876868611288,0.23966678283749027,0.14168576976077457,0.11362855714725129,0.0699811688889973,0.6476486232257523,0.5659407415918647,7109.5498046875,0
2016-02-23,0.07010934652498421,0.10726285861979838,0.1268953631813612,0.10854356780116663,0.23874488403819916,0.01900783637752479,0.06779002275798263,0.33893948343179636,0.23863006798191727,0.14694193059566069,0.10475678110335096,0.059486701577319945,0.6548092020651248,0.3664964388867268,7018.7001953125,0
2016-02-24,0.02426969071413153,0.029258004329284062,0.0881177516816356,0.023286948484737568,0.253206002728513,0.007655594101739105,0.054930468511530606,0.27106928136054964,0.21770388492159032,0.14620801717060833,0.09732594031149411,0.04278571166071954,0.6783407152908107,0.22154094294407845,6970.60009765625,0
2016-02-25,0.0,0.0,0.06495658084504896,0.0,0.48076398362892225,0.007324246928715361,0.040996854824908446,0.23731898212493752,0.19275970604179687,0.13973374684707313,0.09048435603981986,0.02369921729649782,0.708228757279124,0.14479461944728,7029.75,1
2016-02-26,0.02984505033468164,0.009666429067588304,0.07630969695240264,0.00487387191133193,0.2723055934515689,0.010136364724773195,0.024615919985328638,0.3125569894707442,0.19336758284466132,0.13469779715033459,0.05875633832052962,0.0206521672305624,0.6574064266463652,0.3458966986774522,6987.0498046875,0
2016-02-29,0.008299968637062612,0.03122248764215564,0.0,0.010624904772757576,1.0,0.0,0.007157838983416376,0.2794444405025317,0.18700285457968202,0.12916688156382194,0.02342382471253135,0.01864776456714301,0.5977322142792201,0.35388759722545027,7222.2998046875,1
2016-03-01,0.1269992024993773,0.10405779513440154,0.10026122131255288,0.004332414534730768,0.4589358799454297,0.010029723608455221,0.0,0.5353411150705022,0.24889045343716615,0.1393483999043505,0.0,0.025143457759814858,0.5408287283436581,0.9370544789512291,7368.85009765625,1
2016-03-02,0.20094354892950897,0.1789350748739987,0.23106040228269276,0.15052741726090574,0.6319236016371078,0.025035422999303947,0.0002163552491154519,0.6556313082295581,0.340045915963442,0.16900744889764552,0.000822174243438667,0.024853650397794524,0.5429630292856126,0.9882111926358889,7475.60009765625,1
2016-03-03,0.25480600680326926,0.23248901524941845,0.27795744019954594,0.20615297052331236,0.4684856753069577,0.04139245385513668,0.002413576986394439,0.731500452169915,0.44254817930953216,0.2169265099538243,0.011227509544092129,0.020227423533478728,0.5720988067836907,0.9964773973818526,7485.35009765625,1
2016-03-04,0.25972552871679777,0.2438354649941844,0.2961846905785839,0.24527414742499254,0.4769440654843111,0.057216447954365535,0.002298499189233638,0.7382627770576543,0.5270722039582663,0.2752104904713427,0.01061927521665762,0.02052151489642462,0.5703432406065587,0.9784786666426754,7485.2998046875,0
2016-03-08,0.2597001525771193,0.2548202155757303,0.2952504875678956,0.2354745244304307,0.409549795361528,0.07166606597798619,0.005307393998701393,0.7382070391488081,0.5939508981355166,0.3376218868925195,0.024134133552323078,0.014787524379272998,0.6075770121337438,0.9482338101240533,7531.7998046875,1
2016-03-09,0.28316248785702436,0.2609458799108296,0.28669974659100106,0.20953141271266382,0.3770804911323329,0.09599847359702451,0.012475961589248463,0.7736500268184118,0.6585762123576946,0.4028033900585426,0.0521389701979329,0.00456015200807558,0.6810643927944591,0.9991385031299587,7486.14990234375,0
2016-03-10,0.26012908324876693,0.2651330588491857,0.2977653976257115,0.26587924493139214,0.321418826739427,0.1229355412415103,0.020775363330049146,0.7185084170248425,0.696284550882227,0.4638482342041531,0.07566919649022186,0.0,0.7338710351824683,0.922738231247382,7510.2001953125,1
2016-03-11,0.27226405179097657,0.26350478159731205,0.3040886936174334,0.2346751822381835,0.2504774897680764,0.15403031809750622,0.037157841530710556,0.7388000597896976,0.7309413720845175,0.520863554709889,0.09802581864222226,0.010722583964673404,0.7506753711817902,0.9569754160611447,7538.75,1
2016-03-14,0.28666932253837263,0.28405272680279137,0.3301717633046741,0.26446087844533717,0.16371077762619374,0.18336174610956224,0.05427527427212109,0.7633194624714209,0.7640045955380962,0.5742791472150347,0.11932704576095876,0.023611484928175663,0.760763098344841,0.9486054395327691,7460.60009765625,0
2016-03-15,0.24723751155168683,0.26415094339622647,0.30035211547628693,0.2609794334341117,0.23683492496589365,0.21065036365042733,0.06340937962863169,0.6619976189568476,0.7671724905592807,0.6177592842416721,0.13366014180966435,0.02806040744259164,0.7769123247197599,0.8427263755182717,7498.75,1
