,Datetime,Open,High,Low,Close,Volume,SMA_10,SMA_20,EMA_10,RSI,MACD,Signal_Line,BB_Middle,BB_Upper,BB_Lower,Momentum,Volatility,Future_Close,Target
0,2016-01-01 08:30:00+00:00,7964.4,7969.7,7961.95,7966.45,0.0,7944.225,7940.17,7947.801209516104,66.38465877044558,7.358544061023167,4.987735272366413,7940.17,7964.5457947238865,7915.794205276114,26.050000000000182,13.819938293800783,7970.0,1
1,2016-01-01 08:45:00+00:00,7966.65,7970.55,7962.6,7970.0,0.0,7946.604999999999,7942.58,7951.8373532404485,64.67101363366918,8.718169561905597,5.73382213027425,7942.58,7968.771850882127,7916.388149117873,23.800000000000182,16.064876283371138,7967.55,0
2,2016-01-01 09:00:00+00:00,7970.4,7972.5,7963.1,7967.55,0.0,7949.12,7944.777500000001,7954.694198105821,60.76642335766415,9.488609261320562,6.484779556483512,7944.777500000001,7971.630873305691,7917.924126694311,25.150000000000546,17.257787292183316,7966.25,0
3,2016-01-01 09:15:00+00:00,7967.45,7968.05,7958.65,7966.25,0.0,7951.955,7946.405000000001,7956.795252995671,63.46886912325278,9.880394105462074,7.163902466279225,7946.405000000001,7974.354670933004,7918.455329066997,28.350000000000364,17.536176100343056,7964.45,0
4,2016-01-01 09:30:00+00:00,7966.1,7968.1,7961.3,7964.45,0.0,7955.139999999999,7948.077499999999,7958.187025178277,65.8536585365856,9.931161215768043,7.7173542161769895,7948.077499999999,7976.148790353406,7920.006209646593,31.849999999999454,16.491492756368483,7957.45,0
5,2016-01-01 09:45:00+00:00,7964.3,7966.3,7957.45,7957.45,0.0,7957.264999999999,7949.295,7958.053020600408,57.300454250486766,9.299355832495166,8.033754539440626,7949.295,7976.736265507107,7921.853734492893,21.25,15.089290720390522,7916.85,0
6,2016-01-04 03:45:00+00:00,7924.55,7924.55,7902.95,7916.85,0.0,7956.005,7948.2675,7950.5615623094245,38.77909530083461,5.459629611042146,7.51892955376093,7948.2675,7978.933549717287,7917.601450282713,-12.599999999999454,17.928878783807388,7931.55,1
7,2016-01-04 04:00:00+00:00,7916.8,7933.95,7911.55,7931.55,0.0,7956.1449999999995,7947.5824999999995,7947.104914616802,47.44054816606226,3.561728672741083,6.727489377556962,7947.5824999999995,7979.131680905206,7916.033319094793,1.4000000000005457,17.708667839978215,7918.75,0
8,2016-01-04 04:15:00+00:00,7931.35,7937.45,7918.55,7918.75,0.0,7952.3949999999995,7946.027499999999,7941.949475595564,44.735841885214576,1.013097126518005,5.58461092734917,7946.027499999999,7980.073065056258,7911.98193494374,-37.5,21.291944877504342,7885.65,0
9,2016-01-04 04:30:00+00:00,7918.75,7918.75,7878.25,7885.65,0.0,7944.495,7943.0575,7931.713207305461,34.30611611300834,-3.6356950778044848,3.7405497263184397,7943.0575,7986.522661790492,7899.592338209508,-79.0,29.365006101367765,7890.0,1
10,2016-01-04 04:45:00+00:00,7884.8,7897.6,7879.8,7890.0,0.0,7936.85,7940.5375,7924.128987795377,37.56697132051696,-6.889470222754426,1.614545736503867,7940.5375,7990.0718036374,7891.003196362601,-76.44999999999982,32.768472313762636,7874.0,0
11,2016-01-04 05:00:00+00:00,7890.0,7891.75,7864.75,7874.0,0.0,7927.25,7936.9275,7915.014626378035,33.86030468525456,-10.636565048880584,-0.8356764205730232,7936.9275,7994.582293702189,7879.27270629781,-96.0,35.89112394141275,7871.25,0
12,2016-01-04 05:15:00+00:00,7873.9,7877.95,7867.15,7871.25,0.0,7917.62,7933.37,7907.057421582029,21.77954847277563,-13.67048190639889,-3.402637517738197,7933.37,7997.965628009136,7868.774371990864,-96.30000000000018,36.78480362565314,7845.45,0
13,2016-01-04 05:30:00+00:00,7871.1,7871.1,7845.1,7845.45,0.0,7905.539999999999,7928.7475,7895.856072203478,14.523809523809774,-17.94981298386938,-6.312072610964433,7928.7475,8004.283315659648,7853.211684340353,-120.80000000000018,38.819330808819345,7840.5,0
14,2016-01-04 05:45:00+00:00,7845.5,7845.7,7829.8,7840.5,0.0,7893.145000000001,7924.1425,7885.791331802846,13.204791118901724,-21.492880774094374,-9.348234243590422,7924.1425,8009.305552743731,7838.979447256269,-123.94999999999982,37.69161010387262,7831.9,0
15,2016-01-04 06:00:00+00:00,7840.6,7842.1,7829.4,7831.9,0.0,7880.589999999999,7918.9275,7875.992907838691,10.811577752553987,-24.709895358753784,-12.420566466623097,7918.9275,8013.261634442695,7824.593365557304,-125.55000000000018,34.68181399843988,7823.9,0
16,2016-01-04 06:15:00+00:00,7831.6,7832.3,7813.95,7823.9,0.0,7871.295,7913.65,7866.521470049838,10.481430536451214,-27.586930769997707,-15.45383932729802,7913.65,8016.894599705848,7810.405400294151,-92.95000000000073,36.30190115927754,7839.9,1
17,2016-01-04 06:30:00+00:00,7824.1,7839.9,7820.0,7839.9,0.0,7862.13,7909.1375,7861.68120276805,17.84168999745485,-28.250284089120214,-18.01312827966246,7909.1375,8017.125739491255,7801.149260508744,-91.65000000000055,30.505848255342404,7830.05,0
18,2016-01-04 06:45:00+00:00,7839.8,7840.9,7830.05,7830.05,0.0,7853.259999999999,7902.827500000001,7855.93007499204,17.139364303178567,-29.233819776874952,-20.257266579104957,7902.827500000001,8013.9280778325965,7791.726922167406,-88.69999999999982,24.522085283818914,7826.45,0
19,2016-01-04 07:00:00+00:00,7829.95,7832.75,7823.25,7826.45,0.0,7847.340000000001,7895.917499999999,7850.5700613571225,17.429139731476937,-29.95842671426908,-22.197498606137785,7895.917499999999,8008.014634922772,7783.820365077226,-59.19999999999982,22.927891796291746,7825.75,0
20,2016-01-04 07:15:00+00:00,7826.3,7830.6,7823.25,7825.75,0.0,7840.915000000001,7888.8825,7846.057322928555,21.743176178660065,-30.240572585854352,-23.8061134020811,7888.8825,7999.9976288908065,7777.767371109193,-64.25,18.149503360215608,7811.9,0
21,2016-01-04 07:30:00+00:00,7825.6,7827.35,7810.2,7811.9,0.0,7834.705,7880.977499999999,7839.846900577908,12.690988462737891,-31.221848438682173,-25.289260409401315,7880.977499999999,7990.274480624734,7771.680519375264,-62.100000000000364,16.07707909486335,7812.6,1
22,2016-01-04 07:45:00+00:00,7811.45,7815.25,7807.75,7812.6,0.0,7828.840000000001,7873.229999999999,7834.892918654652,14.198988195616081,-31.579009309829416,-26.547210189486936,7873.229999999999,7978.584441367169,7767.875558632828,-58.649999999999636,11.231720952544713,7804.05,0
23,2016-01-04 08:00:00+00:00,7812.5,7815.35,7797.65,7804.05,0.0,7824.7,7865.12,7829.285115262897,17.016976556184986,-32.18101273526008,-27.673970698641565,7865.12,7965.162740339996,7765.077259660004,-41.399999999999636,12.030609109925892,7790.25,0
24,2016-01-04 08:15:00+00:00,7804.75,7806.05,7789.7,7790.25,0.0,7819.675,7856.410000000001,7822.187821578734,12.542245587683468,-33.38678735364374,-28.816534029642,7856.410000000001,7950.176112159312,7762.64388784069,-50.25,14.8596255747747,7798.55,1
25,2016-01-04 08:30:00+00:00,7789.7,7800.85,7786.5,7798.55,0.0,7816.339999999999,7848.464999999999,7817.890035837145,19.928258270227644,-33.28889809620978,-29.71100684295556,7848.464999999999,7932.618538250026,7764.311461749972,-33.349999999999454,15.538014316159117,7805.5,1
26,2016-01-04 08:45:00+00:00,7798.05,7807.25,7796.55,7805.5,0.0,7814.5,7842.897499999999,7815.637302048573,24.64327034323206,-32.27842761706688,-30.224490997777824,7842.897499999999,7922.61829881158,7763.1767011884185,-18.399999999999636,15.632462662330797,7789.75,0
27,2016-01-04 09:00:00+00:00,7805.1,7806.55,7787.45,7789.75,0.0,7809.484999999999,7835.8075,7810.930519857922,26.7140468227428,-32.37531339418183,-30.654655477058625,7835.8075,7907.108502244367,7764.506497755633,-50.149999999999636,14.587914518541774,7808.0,1
28,2016-01-04 09:15:00+00:00,7789.85,7808.5,7783.75,7808.0,0.0,7807.280000000001,7830.2699999999995,7810.3976980655725,37.772761474793214,-30.626431158084415,-30.649010613263783,7830.2699999999995,7890.843968701159,7769.69603129884,-22.050000000000182,12.675133135406666,7784.25,0
29,2016-01-04 09:30:00+00:00,7807.9,7812.15,7783.55,7784.25,0.0,7803.0599999999995,7825.2,7805.643571144559,33.90746369469798,-30.801792014042803,-30.67956689341959,7825.2,7883.175539306618,7767.224460693382,-42.19999999999982,12.608370235692224,7789.15,1
30,2016-01-04 09:45:00+00:00,7784.25,7795.05,7781.5,7789.15,0.0,7799.4,7820.157499999999,7802.644740027366,38.01310796826498,-30.19728223436141,-30.583109961607956,7820.157499999999,7871.574374917814,7768.740625082185,-36.600000000000364,10.410651596656196,7807.25,1
31,2016-01-05 03:45:00+00:00,7828.4,7831.1,7806.2,7807.25,0.0,7798.935,7816.82,7803.48206002239,38.89833390003421,-27.935660244761493,-30.053620018238664,7816.82,7861.781649154977,7771.858350845023,-4.649999999999636,9.880650282258522,7798.95,0
32,2016-01-05 04:00:00+00:00,7806.55,7810.65,7795.75,7798.95,0.0,7797.57,7813.205,7802.658049109228,39.31271477663231,-26.5074873441381,-29.344393483418553,7813.205,7850.755553994069,7775.654446005931,-13.650000000000546,8.649219617994166,7800.85,1
33,2016-01-05 04:15:00+00:00,7799.15,7800.85,7783.25,7800.85,0.0,7797.25,7810.975,7802.32931290755,41.09874826147458,-24.934901882462327,-28.46249516322731,7810.975,7845.649903710994,7776.300096289006,-3.199999999999818,8.439490505966328,7808.6,1
34,2016-01-05 04:30:00+00:00,7801.1,7809.6,7795.3,7808.6,0.0,7799.085000000001,7809.38,7803.46943783345,44.315545243619695,-22.800427211549504,-27.33008157289175,7809.38,7841.149538538443,7777.610461461557,18.350000000000364,8.73800924443622,7813.6,1
35,2016-01-05 04:45:00+00:00,7808.3,7817.35,7805.95,7813.6,0.0,7800.590000000001,7808.464999999999,7805.311358227368,50.598591549296025,-20.4694236692485,-25.9579499921631,7808.464999999999,7838.510949021953,7778.419050978046,15.050000000000182,9.859704751060063,7800.95,0
36,2016-01-05 05:00:00+00:00,7813.95,7815.0,7799.9,7800.95,0.0,7800.135,7807.3175,7804.51838400421,46.21630399480337,-19.418985866372168,-24.650157167004917,7807.3175,7836.6253267792845,7778.009673220716,-4.550000000000182,9.711821261870556,7783.5,0
37,2016-01-05 05:15:00+00:00,7801.0,7801.0,7781.85,7783.5,0.0,7799.51,7804.4975,7800.696859639807,43.69051274178691,-19.766717093561965,-23.67346915231633,7804.4975,7831.356243063397,7777.638756936603,-6.25,10.61363902408747,7774.25,0
38,2016-01-05 05:30:00+00:00,7783.2,7785.95,7768.8,7774.25,0.0,7796.135,7801.7074999999995,7795.888339705297,44.946304485154805,-20.5517860938553,-23.049132540624125,7801.7074999999995,7828.979661919944,7774.435338080055,-33.75,12.762467760336678,7775.9,1
