2016-01-01 09:15:00+05:30,7938.45,7939.25,7909.95,7921.8,0
2016-01-01 09:30:00+05:30,7921.65,7928.6,7918.3,7923.6,0
2016-01-01 09:45:00+05:30,7923.5,7934.3,7922.1,7933.7,0
2016-01-01 10:00:00+05:30,7933.65,7936,7927.9,7931,0
2016-01-01 10:15:00+05:30,7930.6,7939.85,7930.1,7933.1,0
2016-01-01 10:30:00+05:30,7932.8,7937.65,7932.3,7937.4,0
2016-01-01 10:45:00+05:30,7937.6,7950.4,7936.7,7945.25,0
2016-01-01 11:00:00+05:30,7945.15,7951.85,7943.8,7949.85,0
2016-01-01 11:15:00+05:30,7949.95,7951,7942.55,7945.05,0
2016-01-01 11:30:00+05:30,7945.15,7947.35,7939.8,7940.4,0
2016-01-01 11:45:00+05:30,7940.4,7947,7940.4,7946.2,0
2016-01-01 12:00:00+05:30,7946.3,7947.95,7942.15,7942.4,0
2016-01-01 12:15:00+05:30,7942.7,7943.35,7935.3,7937.9,0
2016-01-01 12:30:00+05:30,7937.75,7941.45,7931.85,7932.6,0
2016-01-01 12:45:00+05:30,7932.6,7937.6,7932.1,7936.2,0
2016-01-01 13:00:00+05:30,7936.15,7937.65,7929.45,7929.45,0
2016-01-01 13:15:00+05:30,7929.4,7930.85,7924.5,7930.15,0
2016-01-01 13:30:00+05:30,7930.25,7959.25,7929.45,7956.25,0
2016-01-01 13:45:00+05:30,7955.45,7965.6,7955,7964.65,0
2016-01-01 14:00:00+05:30,7964.4,7969.7,7961.95,7966.45,0
2016-01-01 14:15:00+05:30,7966.65,7970.55,7962.6,7970,0
2016-01-01 14:30:00+05:30,7970.4,7972.5,7963.1,7967.55,0
2016-01-01 14:45:00+05:30,7967.45,7968.05,7958.65,7966.25,0
2016-01-01 15:00:00+05:30,7966.1,7968.1,7961.3,7964.45,0
2016-01-01 15:15:00+05:30,7964.3,7966.3,7957.45,7957.45,0
2016-01-04 09:15:00+05:30,7924.55,7924.55,7902.95,7916.85,0
2016-01-04 09:30:00+05:30,7916.8,7933.95,7911.55,7931.55,0
