date,open,high,low,close,volume
2015-08-18 11:30:00+05:30,8492.25,8498.55,8483.7,8494.45,0
2015-08-18 11:45:00+05:30,8494.45,8495.5,8469.8,8478.25,0
2015-08-18 12:00:00+05:30,8478.45,8480.45,8442.05,8449.3,0
2015-08-18 12:15:00+05:30,8449.4,8454.65,8433.6,8438.25,0
2015-08-18 12:30:00+05:30,8438.8,8461.05,8438.45,8456.55,0
2015-08-18 12:45:00+05:30,8456.65,8473.3,8453.85,8463.3,0
2015-08-18 13:00:00+05:30,8463.2,8466.65,8450.1,8458.5,0
2015-08-18 13:15:00+05:30,8458.8,8465,8449.05,8451.5,0
2015-08-18 13:30:00+05:30,8451.7,8461.05,8442.2,8443.35,0
2015-08-18 13:45:00+05:30,8443.25,8463.25,8441.35,8459.8,0
2015-08-18 14:00:00+05:30,8460,8469.95,8453.6,8469.95,0
2015-08-18 14:15:00+05:30,8470.1,8485.75,8465.6,8481.25,0
2015-08-18 14:30:00+05:30,8481.3,8487.4,8471.75,8482.25,0
2015-08-18 14:45:00+05:30,8482.05,8485.5,8473.35,8475.25,0
2015-08-18 15:00:00+05:30,8474.95,8474.95,8461.8,8470.85,0
2015-08-18 15:15:00+05:30,8470.6,8470.75,8462.1,8466.25,0
2015-08-19 09:15:00+05:30,8468.05,8468.05,8426.55,8456.15,0
2015-08-19 09:30:00+05:30,8456.45,8464.75,8447.7,8450.25,0
2015-08-19 09:45:00+05:30,8450.25,8454.25,8440.7,8451.2,0
2015-08-19 10:00:00+05:30,8451.2,8462.45,8450.8,8459.35,0
2015-08-19 10:15:00+05:30,8459.8,8472.15,8455.4,8464.8,0
2015-08-19 10:30:00+05:30,8464.95,8474.75,8458.1,8473.2,0
2015-08-19 10:45:00+05:30,8473,8496.05,8469.95,8495.35,0
2015-08-19 11:00:00+05:30,8495.5,8495.7,8487.2,8493.8,0
2015-08-19 11:15:00+05:30,8493.8,8520.3,8492.2,8517.3,0
2015-08-19 11:30:00+05:30,8517.5,8517.6,8491.05,8502.35,0
2015-08-19 11:45:00+05:30,8502.25,8507.2,8493.05,8498.65,0
2015-08-19 12:00:00+05:30,8498.5,8512.3,8498,8511.5,0
2015-08-19 12:15:00+05:30,8511.45,8514.6,8505.7,8512.45,0
2015-08-19 12:30:00+05:30,8512.45,8514.9,8502.5,8504.25,0
2015-08-19 12:45:00+05:30,8504.55,8505.6,8490.65,8504.8,0
2015-08-19 13:00:00+05:30,8505,8510.15,8502.55,8505.3,0
2015-08-19 13:15:00+05:30,8505.45,8508.9,8501.65,8508.8,0
2015-08-19 13:30:00+05:30,8509.15,8511.25,8496.5,8510.5,0
2015-08-19 13:45:00+05:30,8510.4,8516.9,8500.3,8503.6,0
2015-08-19 14:00:00+05:30,8503.7,8510.55,8495.5,8507.15,0
2015-08-19 14:15:00+05:30,8506.7,8509.35,8497,8497.05,0
2015-08-19 14:30:00+05:30,8496.85,8502.65,8476.8,8501.15,0
2015-08-19 14:45:00+05:30,8500.95,8506.2,8491.75,8505.9,0
2015-08-19 15:00:00+05:30,8506.7,8507.55,8490.5,8491.3,0
2015-08-19 15:15:00+05:30,8491.4,8499.45,8488.55,8493.9,0
2015-08-20 09:15:00+05:30,8477.15,8488.1,8460.3,8485.9,0
2015-08-20 09:30:00+05:30,8486.1,8501,8482.65,8488.75,0
2015-08-20 09:45:00+05:30,8488.5,8491.75,8470.15,8471.4,0
2015-08-20 10:00:00+05:30,8471.85,8473.4,8453.85,8470.15,0
2015-08-20 10:15:00+05:30,8470.7,8470.7,8460.25,8469.3,0
2015-08-20 10:30:00+05:30,8469.3,8483.4,8468.05,8480.9,0
2015-08-20 10:45:00+05:30,8481.1,8482.6,8474.3,8477.8,0
2015-08-20 11:00:00+05:30,8477.8,8489.3,8477.35,8484.9,0
2015-08-20 11:15:00+05:30,8484.5,8488.35,8476.1,8477.05,0
2015-08-20 11:30:00+05:30,8477.4,8482.55,8473.75,8481.5,0
2015-08-20 11:45:00+05:30,8481.5,8482.3,8471.15,8472.85,0
2015-08-20 12:00:00+05:30,8473.1,8476.05,8464.25,8470.15,0
2015-08-20 12:15:00+05:30,8470,8474.9,8467,8469.3,0
2015-08-20 12:30:00+05:30,8469.25,8478.05,8460.35,8461.55,0
2015-08-20 12:45:00+05:30,8461.9,8463.2,8443,8450.05,0
2015-08-20 13:00:00+05:30,8449.95,8449.95,8405.95,8412.25,0
2015-08-20 13:15:00+05:30,8412.9,8425.15,8408.35,8408.8,0
2015-08-20 13:30:00+05:30,8407.9,8420.7,8396.25,8409.8,0
2015-08-20 13:45:00+05:30,8410.5,8415.65,8402.55,8414.85,0
2015-08-20 14:00:00+05:30,8414.85,8415.55,8397.5,8399.25,0
2015-08-20 14:15:00+05:30,8399.6,8403.9,8380.1,8384.15,0
2015-08-20 14:30:00+05:30,8384.2,8387.6,8361.15,8378,0
2015-08-20 14:45:00+05:30,8378.4,8381.1,8366.6,8379.15,0
2015-08-20 15:00:00+05:30,8379.3,8379.3,8359.75,8374.7,0
2015-08-20 15:15:00+05:30,8374.45,8387.75,8370.8,8387.2,0
2015-08-21 09:15:00+05:30,8298.7,8298.7,8225.25,8246.55,0
2015-08-21 09:30:00+05:30,8246.55,8256.55,8239.75,8255.85,0
2015-08-21 09:45:00+05:30,8254.8,8268.05,8249.3,8266.95,0
2015-08-21 10:00:00+05:30,8267.45,8269.45,8257.05,8266.05,0
2015-08-21 10:15:00+05:30,8265.6,8267.8,8254.35,8262.7,0
2015-08-21 10:30:00+05:30,8263.25,8264.55,8236.95,8238.75,0
2015-08-21 10:45:00+05:30,8238.4,8252.6,8232,8247.25,0
2015-08-21 11:00:00+05:30,8246.65,8252.5,8240.15,8244.85,0
2015-08-21 11:15:00+05:30,8245.65,8261.6,8244.55,8259.6,0
2015-08-21 11:30:00+05:30,8259.4,8268.1,8249.6,8251.25,0
2015-08-21 11:45:00+05:30,8251.6,8273.75,8250.8,8269,0
2015-08-21 12:00:00+05:30,8269.1,8269.15,8250.7,8252.3,0
2015-08-21 12:15:00+05:30,8252.65,8253.7,8243.1,8249.45,0
2015-08-21 12:30:00+05:30,8250.85,8252.55,8242.4,8252.45,0
2015-08-21 12:45:00+05:30,8252.45,8263.1,8252.1,8263,0
2015-08-21 13:00:00+05:30,8263,8283.7,8261.6,8268.5,0
2015-08-21 13:15:00+05:30,8268.85,8278.05,8266.75,8274.85,0
2015-08-21 13:30:00+05:30,8274.85,8277.2,8261.05,8269.35,0
2015-08-21 13:45:00+05:30,8269.6,8273.45,8252.3,8263.35,0
2015-08-21 14:00:00+05:30,8263.6,8263.6,8247,8259.05,0
2015-08-21 14:15:00+05:30,8258.7,8277.65,8258.4,8268.6,0
2015-08-21 14:30:00+05:30,8269.6,8292.55,8265.5,8288.9,0
2015-08-21 14:45:00+05:30,8289.5,8321.75,8281.4,8318.95,0
2015-08-21 15:00:00+05:30,8319.05,8319.4,8298.85,8308.05,0
2015-08-21 15:15:00+05:30,8308.1,8310.45,8277.1,8284.65,0
2015-08-24 09:15:00+05:30,8055.95,8058.95,7992.7,8025.55,0
2015-08-24 09:30:00+05:30,8025,8044.35,8023.6,8041.65,0
2015-08-24 09:45:00+05:30,8040.35,8052.25,8038.25,8042.85,0
2015-08-24 10:00:00+05:30,8043.1,8047.7,8032,8033.2,0
2015-08-24 10:15:00+05:30,8033.1,8033.6,7970.6,7971.3,0
2015-08-24 10:30:00+05:30,7970.95,7983.6,7959.2,7983,0
2015-08-24 10:45:00+05:30,7983.45,7983.95,7941.1,7971.2,0
2015-08-24 11:00:00+05:30,7970.8,8006.05,7968.65,8001.85,0
2015-08-24 11:15:00+05:30,8001.65,8012.15,7981.55,8007.05,0
2015-08-24 11:30:00+05:30,8007.45,8011.1,7989.4,7997.9,0
2015-08-24 11:45:00+05:30,7998.4,7998.9,7977.65,7986.2,0
2015-08-24 12:00:00+05:30,7986.3,7989.2,7958.95,7962.2,0
2015-08-24 12:15:00+05:30,7962.35,7975.6,7951.2,7971.15,0
2015-08-24 12:30:00+05:30,7970.85,7988,7970.85,7982.05,0
2015-08-24 12:45:00+05:30,7982.5,7985.9,7954.65,7958.6,0
2015-08-24 13:00:00+05:30,7958.4,7959.65,7922.3,7939.1,0
2015-08-24 13:15:00+05:30,7938.75,7964.7,7937.75,7957.3,0
2015-08-24 13:30:00+05:30,7957.5,7961.95,7944.4,7944.4,0
2015-08-24 13:45:00+05:30,7944.8,7948.8,7908.1,7915.4,0
2015-08-24 14:00:00+05:30,7915.65,7917.45,7853.6,7853.6,0
2015-08-24 14:15:00+05:30,7854.35,7877.5,7823.8,7850.1,0
2015-08-24 14:30:00+05:30,7849.9,7857.85,7823.35,7851.6,0
2015-08-24 14:45:00+05:30,7851.6,7876.1,7851.6,7855.05,0
2015-08-24 15:00:00+05:30,7856.3,7856.3,7819.35,7820.95,0
2015-08-24 15:15:00+05:30,7820.7,7822.8,7769.7,7798.95,0
2015-08-25 09:15:00+05:30,7896.55,7924.25,7884.25,7903.1,0
2015-08-25 09:30:00+05:30,7903.3,7904.2,7797.95,7842.45,0
